system:index,builtup,elevation,ntl,patch_id,.geo,lon,lat,ookla_tests,avg_d_kbps,avg_u_kbps,avg_lat_ms,label_confidence,ntl_quartile,stratum
4470,,,0.1265409649015641,patch_079470,"{""type"":""Point"",""coordinates"":[83.48000000000059,16.159999999999936]}",83.48000000000059,16.159999999999936,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3415,,,0.0733404451456544,patch_003415,"{""type"":""Point"",""coordinates"":[95.78000000000105,6.859999999999998]}",95.78000000000105,6.859999999999998,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1202,,,0.0960113468230116,patch_041202,"{""type"":""Point"",""coordinates"":[89.96000000000083,11.47999999999997]}",89.96000000000083,11.47999999999997,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3118,,,0.1160697153368452,patch_038118,"{""type"":""Point"",""coordinates"":[82.04000000000053,11.119999999999969]}",82.04000000000053,11.119999999999969,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3700,,,0.1496914765094706,patch_098700,"{""type"":""Point"",""coordinates"":[86.00000000000068,18.499999999999922]}",86.00000000000068,18.499999999999922,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1277,,,0.1458983968811653,patch_046277,"{""type"":""Point"",""coordinates"":[69.74000000000007,12.139999999999961]}",69.74000000000007,12.139999999999961,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2803,,,0.1179315423568966,patch_097803,"{""type"":""Point"",""coordinates"":[91.22000000000088,18.379999999999924]}",91.22000000000088,18.379999999999924,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3083,,,0.1325200505198474,patch_088083,"{""type"":""Point"",""coordinates"":[68.90000000000003,17.239999999999934]}",68.90000000000003,17.239999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3257,,,0.0974658136579313,patch_068257,"{""type"":""Point"",""coordinates"":[89.66000000000082,14.779999999999943]}",89.66000000000082,14.779999999999943,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3167,,,0.0544459061174326,patch_048167,"{""type"":""Point"",""coordinates"":[94.58000000000101,12.319999999999961]}",94.58000000000101,12.319999999999961,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2248,,,0.154166865631818,patch_017248,"{""type"":""Point"",""coordinates"":[69.68000000000006,8.599999999999987]}",69.68000000000006,8.599999999999987,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2411,,,0.1430414664243065,patch_037411,"{""type"":""Point"",""coordinates"":[69.14000000000006,11.05999999999997]}",69.14000000000006,11.05999999999997,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1773,,,0.0446011620868834,patch_041773,"{""type"":""Point"",""coordinates"":[94.70000000000101,11.539999999999965]}",94.70000000000101,11.539999999999965,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
903,,,0.124350724503115,patch_085903,"{""type"":""Point"",""coordinates"":[85.70000000000067,16.939999999999934]}",85.70000000000067,16.939999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3409,,,0.0517713863285257,patch_063409,"{""type"":""Point"",""coordinates"":[93.98000000000098,14.17999999999995]}",93.98000000000098,14.17999999999995,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1923,,,0.1308811945525604,patch_081923,"{""type"":""Point"",""coordinates"":[83.06000000000057,16.459999999999937]}",83.06000000000057,16.459999999999937,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
171,,,0.1295048233395473,patch_035171,"{""type"":""Point"",""coordinates"":[82.34000000000054,10.759999999999975]}",82.34000000000054,10.759999999999975,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4327,,,0.1192693567532716,patch_064327,"{""type"":""Point"",""coordinates"":[90.02000000000083,14.299999999999951]}",90.02000000000083,14.299999999999951,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3942,,,0.1178113720922948,patch_018942,"{""type"":""Point"",""coordinates"":[82.76000000000056,8.779999999999987]}",82.76000000000056,8.779999999999987,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3536,,,0.0953994238604016,patch_053536,"{""type"":""Point"",""coordinates"":[92.00000000000091,12.97999999999996]}",92.00000000000091,12.97999999999996,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3727,,,0.1095270829149064,patch_033727,"{""type"":""Point"",""coordinates"":[84.26000000000063,10.579999999999973]}",84.26000000000063,10.579999999999973,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1206,,,0.1171051884484327,patch_051206,"{""type"":""Point"",""coordinates"":[70.2800000000001,12.739999999999958]}",70.2800000000001,12.739999999999958,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2554,0.0,0.0,0.1423003075287859,patch_107554,"{""type"":""Point"",""coordinates"":[85.88000000000068,19.579999999999917]}",85.88000000000068,19.579999999999917,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4856,,,0.0546578751062918,patch_069856,"{""type"":""Point"",""coordinates"":[97.0400000000011,14.959999999999944]}",97.0400000000011,14.959999999999944,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2868,,,0.0843976008493799,patch_007868,"{""type"":""Point"",""coordinates"":[97.28000000000111,7.399999999999994]}",97.28000000000111,7.399999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1882,,,0.1329012543671308,patch_026882,"{""type"":""Point"",""coordinates"":[86.84000000000071,9.739999999999977]}",86.84000000000071,9.739999999999977,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2379,,,0.1250109172946329,patch_027379,"{""type"":""Point"",""coordinates"":[87.14000000000073,9.799999999999978]}",87.14000000000073,9.799999999999978,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2422,,,0.0322268903649548,patch_062422,"{""type"":""Point"",""coordinates"":[93.80000000000098,14.059999999999949]}",93.80000000000098,14.059999999999949,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
776,,,0.1414345775916365,patch_045776,"{""type"":""Point"",""coordinates"":[69.20000000000005,12.079999999999961]}",69.20000000000005,12.079999999999961,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1757,,,0.1009839537801213,patch_036757,"{""type"":""Point"",""coordinates"":[88.9400000000008,10.939999999999973]}",88.9400000000008,10.939999999999973,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2828,,,0.0611179880171709,patch_067828,"{""type"":""Point"",""coordinates"":[93.44000000000096,14.719999999999946]}",93.44000000000096,14.719999999999946,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
891,,,0.1146857091231492,patch_055891,"{""type"":""Point"",""coordinates"":[85.70000000000067,13.279999999999957]}",85.70000000000067,13.279999999999957,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1780,,,0.1312686198244087,patch_046780,"{""type"":""Point"",""coordinates"":[70.40000000000009,12.199999999999966]}",70.40000000000009,12.199999999999966,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1881,0.0,0.0,0.1473234426421347,patch_121881,"{""type"":""Point"",""coordinates"":[89.42000000000081,21.319999999999904]}",89.42000000000081,21.319999999999904,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
970,,,0.0517522876926006,patch_060970,"{""type"":""Point"",""coordinates"":[95.24000000000103,13.879999999999953]}",95.24000000000103,13.879999999999953,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2865,,,0.1231883331008908,patch_072865,"{""type"":""Point"",""coordinates"":[70.94000000000011,15.37999999999994]}",70.94000000000011,15.37999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2433,,,0.1475884021782502,patch_117433,"{""type"":""Point"",""coordinates"":[88.22000000000077,20.77999999999991]}",88.22000000000077,20.77999999999991,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4039,,,0.0725653342430308,patch_054039,"{""type"":""Point"",""coordinates"":[92.66000000000093,13.039999999999957]}",92.66000000000093,13.039999999999957,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1185,,,0.1409701787433822,patch_026185,"{""type"":""Point"",""coordinates"":[74.54000000000025,9.679999999999978]}",74.54000000000025,9.679999999999978,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
786,,,0.1121101297590256,patch_000786,"{""type"":""Point"",""coordinates"":[85.64000000000067,6.560000000000001]}",85.64000000000067,6.560000000000001,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3462,,,0.1553977037160008,patch_098462,"{""type"":""Point"",""coordinates"":[71.72000000000014,18.499999999999922]}",71.72000000000014,18.499999999999922,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3964,,,0.0887833410038688,patch_088964,"{""type"":""Point"",""coordinates"":[92.24000000000092,17.29999999999993]}",92.24000000000092,17.29999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4058,,,0.0697184458065885,patch_049058,"{""type"":""Point"",""coordinates"":[89.0000000000008,12.439999999999962]}",89.0000000000008,12.439999999999962,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4565,,,0.1094202801440273,patch_044565,"{""type"":""Point"",""coordinates"":[85.10000000000065,11.899999999999965]}",85.10000000000065,11.899999999999965,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1980,,,0.0973500624878168,patch_051980,"{""type"":""Point"",""coordinates"":[87.20000000000073,12.799999999999958]}",87.20000000000073,12.799999999999958,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4984,,,0.1434167460305583,patch_114984,"{""type"":""Point"",""coordinates"":[88.88000000000079,20.479999999999908]}",88.88000000000079,20.479999999999908,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1458,,,0.0835763294636841,patch_031458,"{""type"":""Point"",""coordinates"":[95.72000000000105,10.279999999999976]}",95.72000000000105,10.279999999999976,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2932,,,0.1113714090874479,patch_057932,"{""type"":""Point"",""coordinates"":[90.08000000000084,13.519999999999953]}",90.08000000000084,13.519999999999953,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1365,,,0.1319957581995578,patch_091365,"{""type"":""Point"",""coordinates"":[88.70000000000078,17.59999999999993]}",88.70000000000078,17.59999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3009,,,0.1412442072442495,patch_063009,"{""type"":""Point"",""coordinates"":[69.98000000000008,14.17999999999995]}",69.98000000000008,14.17999999999995,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3143,,,0.154168308098033,patch_088143,"{""type"":""Point"",""coordinates"":[72.50000000000017,17.239999999999934]}",72.50000000000017,17.239999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3937,,,0.0785562695698665,patch_033937,"{""type"":""Point"",""coordinates"":[96.86000000000111,10.579999999999973]}",96.86000000000111,10.579999999999973,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2812,,,0.1490262367173143,patch_042812,"{""type"":""Point"",""coordinates"":[68.48000000000002,11.719999999999965]}",68.48000000000002,11.719999999999965,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2722,0.0,,0.0497678424292535,patch_077722,"{""type"":""Point"",""coordinates"":[96.6800000000011,15.919999999999938]}",96.6800000000011,15.919999999999938,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2449,,0.0,0.1523231255468919,patch_007449,"{""type"":""Point"",""coordinates"":[72.14000000000016,7.399999999999994]}",72.14000000000016,7.399999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3341,,,0.0753586896522431,patch_008341,"{""type"":""Point"",""coordinates"":[96.14000000000108,7.4599999999999955]}",96.14000000000108,7.4599999999999955,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3838,,,0.1529229621696378,patch_013838,"{""type"":""Point"",""coordinates"":[71.72000000000014,8.179999999999989]}",71.72000000000014,8.179999999999989,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2233,,,0.1485251083783975,patch_017233,"{""type"":""Point"",""coordinates"":[68.78000000000003,8.599999999999987]}",68.78000000000003,8.599999999999987,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1485,0.0,0.0,0.1549814832276186,patch_036485,"{""type"":""Point"",""coordinates"":[72.62000000000018,10.939999999999973]}",72.62000000000018,10.939999999999973,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2544,,,0.0942531290687007,patch_052544,"{""type"":""Point"",""coordinates"":[91.52000000000089,12.85999999999996]}",91.52000000000089,12.85999999999996,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2684,,,0.1079684000292729,patch_012684,"{""type"":""Point"",""coordinates"":[91.04000000000087,7.999999999999989]}",91.04000000000087,7.999999999999989,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1330,,,0.1264895077095947,patch_091330,"{""type"":""Point"",""coordinates"":[86.6000000000007,17.599999999999927]}",86.6000000000007,17.599999999999927,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4909,,,0.1381204255176146,patch_019909,"{""type"":""Point"",""coordinates"":[81.74000000000052,8.899999999999984]}",81.74000000000052,8.899999999999984,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2427,,,0.0810740470246177,patch_032427,"{""type"":""Point"",""coordinates"":[94.82000000000102,10.399999999999974]}",94.82000000000102,10.399999999999974,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3484,,,0.104714031437398,patch_053484,"{""type"":""Point"",""coordinates"":[88.88000000000079,12.97999999999996]}",88.88000000000079,12.97999999999996,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1146,,,0.1294484984433858,patch_071146,"{""type"":""Point"",""coordinates"":[85.88000000000068,15.139999999999942]}",85.88000000000068,15.139999999999942,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1808,,,0.0932548393993421,patch_031808,"{""type"":""Point"",""coordinates"":[87.20000000000073,10.339999999999977]}",87.20000000000073,10.339999999999977,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4717,,,0.1465652964788199,patch_079717,"{""type"":""Point"",""coordinates"":[68.78000000000003,16.21999999999993]}",68.78000000000003,16.21999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2188,,,0.1391139890688986,patch_022188,"{""type"":""Point"",""coordinates"":[70.88000000000011,9.199999999999982]}",70.88000000000011,9.199999999999982,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2664,,,0.1497296525036172,patch_082664,"{""type"":""Point"",""coordinates"":[68.48000000000002,16.579999999999934]}",68.48000000000002,16.579999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2272,0.0,0.0,0.1302551742450603,patch_102272,"{""type"":""Point"",""coordinates"":[93.68000000000097,18.91999999999992]}",93.68000000000097,18.91999999999992,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2103,,,0.1535829096792402,patch_002103,"{""type"":""Point"",""coordinates"":[76.1000000000003,6.7399999999999975]}",76.1000000000003,6.7399999999999975,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2741,,0.0,0.1343175306255569,patch_102741,"{""type"":""Point"",""coordinates"":[92.30000000000092,18.97999999999992]}",92.30000000000092,18.97999999999992,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4754,,,0.127517373105316,patch_079754,"{""type"":""Point"",""coordinates"":[71.00000000000011,16.219999999999935]}",71.00000000000011,16.219999999999935,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
903,0.0,0.0,0.1490153329001082,patch_040903,"{""type"":""Point"",""coordinates"":[72.02000000000015,11.479999999999968]}",72.02000000000015,11.479999999999968,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
138,,,0.1305593798983786,patch_080138,"{""type"":""Point"",""coordinates"":[94.04000000000099,16.219999999999935]}",94.04000000000099,16.219999999999935,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3163,,,0.1186815403441002,patch_008163,"{""type"":""Point"",""coordinates"":[85.46000000000066,7.4599999999999955]}",85.46000000000066,7.4599999999999955,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3873,,,0.1294107049009314,patch_023873,"{""type"":""Point"",""coordinates"":[83.42000000000058,9.379999999999981]}",83.42000000000058,9.379999999999981,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3584,,,0.0851189491523292,patch_048584,"{""type"":""Point"",""coordinates"":[90.08000000000084,12.379999999999962]}",90.08000000000084,12.379999999999962,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4190,,,0.117600764476348,patch_054190,"{""type"":""Point"",""coordinates"":[72.20000000000016,13.099999999999959]}",72.20000000000016,13.099999999999959,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1700,,,0.1312930314528311,patch_051700,"{""type"":""Point"",""coordinates"":[70.40000000000009,12.799999999999956]}",70.40000000000009,12.799999999999956,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1029,,,0.14910974908534,patch_006029,"{""type"":""Point"",""coordinates"":[75.50000000000028,7.219999999999996]}",75.50000000000028,7.219999999999996,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1618,,,0.0982597436060175,patch_016618,"{""type"":""Point"",""coordinates"":[90.92000000000087,8.479999999999984]}",90.92000000000087,8.479999999999984,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4762,,,0.1337056877309811,patch_094762,"{""type"":""Point"",""coordinates"":[85.88000000000068,18.01999999999993]}",85.88000000000068,18.01999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4500,0.0,,0.1436754845050262,patch_014500,"{""type"":""Point"",""coordinates"":[81.92000000000053,8.239999999999988]}",81.92000000000053,8.239999999999988,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1619,,,0.1070834733222709,patch_076619,"{""type"":""Point"",""coordinates"":[89.54000000000082,15.79999999999994]}",89.54000000000082,15.79999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4383,,,0.0857937914361517,patch_029383,"{""type"":""Point"",""coordinates"":[89.30000000000081,10.03999999999998]}",89.30000000000081,10.03999999999998,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4109,,,0.0990682022707568,patch_019109,"{""type"":""Point"",""coordinates"":[92.78000000000095,8.779999999999987]}",92.78000000000095,8.779999999999987,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1442,,,0.1550936224878393,patch_116442,"{""type"":""Point"",""coordinates"":[87.80000000000075,20.659999999999908]}",87.80000000000075,20.659999999999908,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3432,0.0,381.41577216603577,0.1300434322123547,patch_093432,"{""type"":""Point"",""coordinates"":[94.64000000000102,17.83999999999992]}",94.64000000000102,17.83999999999992,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
749,0.0,,0.0527350971464139,patch_075749,"{""type"":""Point"",""coordinates"":[96.38000000000108,15.679999999999941]}",96.38000000000108,15.679999999999941,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1493,,,0.1423118977766401,patch_096493,"{""type"":""Point"",""coordinates"":[71.66000000000014,18.259999999999923]}",71.66000000000014,18.259999999999923,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2902,,0.0,0.1415326232095191,patch_042902,"{""type"":""Point"",""coordinates"":[73.88000000000022,11.719999999999967]}",73.88000000000022,11.719999999999967,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4130,0.0,,0.1404836862158008,patch_109130,"{""type"":""Point"",""coordinates"":[91.8800000000009,19.759999999999913]}",91.8800000000009,19.759999999999913,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2360,,,0.1262289097408214,patch_087360,"{""type"":""Point"",""coordinates"":[84.56000000000063,17.119999999999933]}",84.56000000000063,17.119999999999933,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4236,,,0.0933417265008422,patch_014236,"{""type"":""Point"",""coordinates"":[95.60000000000105,8.179999999999987]}",95.60000000000105,8.179999999999987,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4550,0.0,0.0,0.1281341231940609,patch_114550,"{""type"":""Point"",""coordinates"":[92.36000000000092,20.419999999999906]}",92.36000000000092,20.419999999999906,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1811,,,0.1330957840122473,patch_046811,"{""type"":""Point"",""coordinates"":[72.26000000000016,12.199999999999966]}",72.26000000000016,12.199999999999966,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2877,,,0.1459142414937279,patch_007877,"{""type"":""Point"",""coordinates"":[68.30000000000001,7.459999999999994]}",68.30000000000001,7.459999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1626,,,0.0967528362712242,patch_021626,"{""type"":""Point"",""coordinates"":[96.20000000000107,9.079999999999984]}",96.20000000000107,9.079999999999984,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
438,,,0.1293671748333701,patch_080438,"{""type"":""Point"",""coordinates"":[82.52000000000055,16.279999999999937]}",82.52000000000055,16.279999999999937,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3349,,,0.1208605578633786,patch_058349,"{""type"":""Point"",""coordinates"":[85.58000000000067,13.579999999999952]}",85.58000000000067,13.579999999999952,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3368,,,0.1241940258522608,patch_068368,"{""type"":""Point"",""coordinates"":[96.32000000000107,14.779999999999946]}",96.32000000000107,14.779999999999946,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
41,,,0.1255999359575256,patch_045041,"{""type"":""Point"",""coordinates"":[84.14000000000061,11.959999999999965]}",84.14000000000061,11.959999999999965,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2259,,,0.0712408297115476,patch_037259,"{""type"":""Point"",""coordinates"":[89.54000000000082,10.999999999999973]}",89.54000000000082,10.999999999999973,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1989,0.0,0.0,0.1496968574435533,patch_036989,"{""type"":""Point"",""coordinates"":[73.3400000000002,10.999999999999973]}",73.3400000000002,10.999999999999973,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1799,,,0.1538592406681381,patch_076799,"{""type"":""Point"",""coordinates"":[70.8200000000001,15.859999999999939]}",70.8200000000001,15.859999999999939,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2645,,,0.1201470208835385,patch_057645,"{""type"":""Point"",""coordinates"":[72.86000000000018,13.519999999999953]}",72.86000000000018,13.519999999999953,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1273,0.0,,0.12924731100695,patch_101273,"{""type"":""Point"",""coordinates"":[92.78000000000095,18.79999999999992]}",92.78000000000095,18.79999999999992,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1622,,,0.0933219735917983,patch_076622,"{""type"":""Point"",""coordinates"":[89.72000000000082,15.79999999999994]}",89.72000000000082,15.79999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
46,,,0.132348767552351,patch_035046,"{""type"":""Point"",""coordinates"":[74.84000000000026,10.759999999999975]}",74.84000000000026,10.759999999999975,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4681,,,0.1314064561376113,patch_004681,"{""type"":""Point"",""coordinates"":[83.18000000000058,7.039999999999996]}",83.18000000000058,7.039999999999996,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3297,0.0,0.0,0.1009043705973275,patch_008297,"{""type"":""Point"",""coordinates"":[93.50000000000097,7.459999999999994]}",93.50000000000097,7.459999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4430,,,0.0421596239984539,patch_064430,"{""type"":""Point"",""coordinates"":[96.20000000000108,14.299999999999951]}",96.20000000000108,14.299999999999951,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
783,,,0.1039648222094485,patch_005783,"{""type"":""Point"",""coordinates"":[90.26000000000084,7.159999999999995]}",90.26000000000084,7.159999999999995,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1528,,,0.1414101185988407,patch_076528,"{""type"":""Point"",""coordinates"":[84.08000000000061,15.799999999999937]}",84.08000000000061,15.799999999999937,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
783,,,0.1154527468712367,patch_030783,"{""type"":""Point"",""coordinates"":[84.74000000000063,10.219999999999978]}",84.74000000000063,10.219999999999978,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4450,,,0.1112935246450997,patch_019450,"{""type"":""Point"",""coordinates"":[83.7200000000006,8.839999999999986]}",83.7200000000006,8.839999999999986,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
691,,,0.1326176476743132,patch_050691,"{""type"":""Point"",""coordinates"":[68.90000000000003,12.679999999999964]}",68.90000000000003,12.679999999999964,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
599,,,0.1461517640482704,patch_055599,"{""type"":""Point"",""coordinates"":[68.18,13.279999999999955]}",68.18,13.279999999999955,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4477,,,0.0902025994435577,patch_029477,"{""type"":""Point"",""coordinates"":[94.94000000000104,10.039999999999978]}",94.94000000000104,10.039999999999978,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3998,,,0.1353869386154999,patch_063998,"{""type"":""Point"",""coordinates"":[70.2800000000001,14.299999999999951]}",70.2800000000001,14.299999999999951,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3182,,,0.120102942467162,patch_038182,"{""type"":""Point"",""coordinates"":[85.88000000000068,11.119999999999969]}",85.88000000000068,11.119999999999969,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2618,,,0.1324468772358879,patch_107618,"{""type"":""Point"",""coordinates"":[89.72000000000082,19.579999999999913]}",89.72000000000082,19.579999999999913,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3332,,,0.132775725680006,patch_043332,"{""type"":""Point"",""coordinates"":[70.16000000000008,11.779999999999967]}",70.16000000000008,11.779999999999967,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3794,,,0.1431757796764951,patch_013794,"{""type"":""Point"",""coordinates"":[69.08000000000004,8.179999999999989]}",69.08000000000004,8.179999999999989,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3927,,,0.0788475390780383,patch_003927,"{""type"":""Point"",""coordinates"":[96.9800000000011,6.919999999999997]}",96.9800000000011,6.919999999999997,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3643,,,0.0783763685499772,patch_043643,"{""type"":""Point"",""coordinates"":[88.82000000000079,11.779999999999964]}",88.82000000000079,11.779999999999964,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2259,0.0,,0.0988712618618793,patch_102259,"{""type"":""Point"",""coordinates"":[92.90000000000096,18.91999999999992]}",92.90000000000096,18.91999999999992,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2411,,,0.1056678318220859,patch_022411,"{""type"":""Point"",""coordinates"":[84.26000000000063,9.199999999999982]}",84.26000000000063,9.199999999999982,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1587,,,0.1381493330951611,patch_086587,"{""type"":""Point"",""coordinates"":[97.22000000000112,16.999999999999932]}",97.22000000000112,16.999999999999932,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2178,,,0.0894389817760663,patch_042178,"{""type"":""Point"",""coordinates"":[89.48000000000081,11.599999999999966]}",89.48000000000081,11.599999999999966,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4596,,,0.0945194264900167,patch_024596,"{""type"":""Point"",""coordinates"":[97.28000000000111,9.439999999999978]}",97.28000000000111,9.439999999999978,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
